Date,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,2013,2014,2015,Calamari,Fish,Shrimp,Chicken,Koefte,Lamb,Steak,Total Fish Production,Total Meat Production,Total,Wind,Cloudiness,Precipitation,Sun,Air Temperature,Is Holiday,Weekend,Is Weekday
2014-07-08,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,4,8,28,19,46,24,17,117,134,3.791666667,7.916666667,7.2,0,14.525,0,0,1
2014-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,5,11,17,17,22,17,24,73,97,4.183333333,7.0,7.5,0,12.6,0,0,1
2014-07-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,7,11,26,20,37,28,22,111,133,2.033333333,8.0,0.0,0,14.76666667,0,0,1
2014-07-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,22,26,22,37,28,36,113,149,2.991666667,6.0,0.3,317,21.175,0,0,1
2014-07-12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,8,14,52,29,36,31,28,148,176,3.861538462,6.923076923,0.2,91,19.19230769,0,1,0
2014-07-13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,5,10,42,27,30,29,19,128,147,3.228571429,6.928571429,0.5,161,19.91428571,0,1,0
2014-07-14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,7,13,28,18,21,14,22,81,103,3.425,4.666666667,2.5,371,21.23333333,0,0,1
2014-07-15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,4,15,17,14,15,11,61,72,2.408333333,2.666666667,0.0,494,23.2,0,0,1
2014-07-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,7,5,26,16,29,21,14,92,106,1.95,3.833333333,0.0,450,24.7,0,0,1
2014-07-17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,15,32,13,31,22,22,98,120,1.816666667,1.583333333,0.0,658,26.78333333,0,0,1
2014-07-18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,7,20,20,22,25,15,87,102,3.2,0.833333333,0.0,658,29.38333333,0,0,1
2014-07-19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,8,32,16,35,30,11,113,124,2.638461538,0.384615385,0.0,572,30.40769231,0,1,0
2014-07-20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,7,15,12,30,21,10,78,88,2.85,5.571428571,3.8,185,23.96428571,0,1,0
2014-07-21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,4,13,22,15,27,22,26,86,112,3.791666667,7.666666667,0.0,7,19.93333333,0,0,1
2014-07-22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,6,28,27,31,33,11,119,130,2.616666667,5.583333333,0.3,53,21.6,0,0,1
2014-07-23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,11,15,27,23,23,12,30,85,115,3.583333333,3.083333333,0.0,564,25.3,0,0,1
2014-07-24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,5,8,19,25,20,17,17,81,98,2.366666667,1.666666667,0.0,594,24.7,0,0,1
2014-07-25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,15,31,21,30,24,25,106,131,2.058333333,4.416666667,0.1,328,23.01666667,0,0,1
2014-07-26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,5,11,44,27,47,32,23,150,173,3.284615385,6.307692308,0.6,3,20.16923077,0,1,0
2014-07-27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,3,10,18,18,25,14,20,75,95,3.85,4.928571429,0.0,459,23.62857143,0,1,0
2014-07-28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,19,35,30,32,9,27,106,133,2.983333333,4.666666667,4.5,420,24.15833333,0,0,1
2014-07-29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,6,5,37,17,25,17,13,96,109,2.316666667,7.833333333,0.1,9,18.68333333,0,0,1
2014-07-30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,15,41,26,44,29,24,140,164,5.208333333,7.583333333,0.1,31,19.875,0,0,1
2014-07-31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,17,21,25,20,18,22,84,106,1.733333333,2.416666667,0.0,431,22.76666667,0,0,1
2014-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,9,12,26,24,31,17,29,98,127,2.991666667,2.583333333,0.0,408,23.66666667,0,0,1
2014-08-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,4,11,38,22,40,19,20,119,139,2.207692308,6.230769231,1.3,221,22.15384615,0,1,0
2014-08-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,6,8,25,18,18,15,18,76,94,2.278571429,6.5,0.1,138,20.77142857,0,1,0
2014-08-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,7,7,25,15,29,19,20,88,108,3.025,5.0,4.2,353,21.85833333,0,0,1
2014-08-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,5,14,28,33,35,28,23,124,147,4.158333333,3.333333333,0.0,427,20.25833333,0,0,1
2014-08-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,2,8,38,26,38,26,18,128,146,2.258333333,5.5,0.0,306,22.075,0,0,1
2014-08-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,10,5,17,29,40,25,18,111,129,2.258333333,4.0,0.0,303,21.10833333,0,0,1
2014-08-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,2,13,40,24,38,20,23,122,145,3.0,3.166666667,0.0,511,25.06666667,0,0,1
2014-08-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,5,9,46,32,46,28,20,152,172,3.315384615,3.307692308,0.0,482,22.96153846,0,1,0
2014-08-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,5,3,19,16,19,20,11,74,85,3.478571429,7.071428571,0.8,240,25.08571429,0,1,0
2014-08-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,13,33,21,26,13,18,93,111,3.241666667,4.833333333,0.0,382,20.76666667,0,0,1
2014-08-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,9,24,27,47,20,13,118,131,2.508333333,6.166666667,0.0,251,20.00833333,0,0,1
2014-08-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,7,9,34,24,21,20,19,99,118,2.95,7.166666667,5.9,70,16.05833333,0,0,1
2014-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,9,25,16,30,24,15,95,110,2.608333333,7.166666667,3.0,174,16.70833333,0,0,1
2014-08-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,5,7,26,36,43,32,14,137,151,3.0,5.916666667,3.3,169,15.13333333,0,0,1
2014-08-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,4,47,33,45,32,16,157,173,4.515384615,4.692307692,0.9,301,16.28461538,0,1,0
2014-08-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6,7,23,22,28,1,16,74,90,3.7,3.571428571,0.0,497,19.02142857,0,1,0
2014-08-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,8,20,17,24,15,15,76,91,4.691666667,7.666666667,0.0,15,16.28333333,0,0,1
2014-08-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,4,7,22,15,47,22,17,106,123,2.983333333,5.166666667,0.0,275,17.58333333,0,0,1
2014-08-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,7,14,41,33,27,24,28,125,153,2.141666667,5.666666667,0.0,241,16.29166667,0,0,1
2014-08-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,7,15,31,29,34,21,26,115,141,2.441666667,5.166666667,0.0,355,17.3,0,0,1
2014-08-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,14,19,26,24,18,22,87,109,2.8,6.416666667,0.0,224,18.33333333,0,0,1
2014-08-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,6,17,57,43,54,34,31,188,219,2.684615385,7.307692308,2.9,64,14.65384615,0,1,0
2014-08-24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,19,10,20,7,7,56,63,3.7,4.5,0.0,449,15.19285714,0,1,0
2014-08-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,5,8,22,15,31,24,16,92,108,2.366666667,7.5,0.0,75,17.31666667,0,0,1
2014-08-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,8,3,32,21,25,22,16,100,116,2.6,7.75,26.4,40,17.125,0,0,1
2014-08-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,10,5,23,25,30,21,23,99,122,1.541666667,4.583333333,0.0,275,17.65,0,0,1
2014-08-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,10,22,21,19,28,17,90,107,1.608333333,5.166666667,0.0,392,21.525,0,0,1
2014-08-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,3,10,36,38,47,25,19,146,165,2.625,7.083333333,0.3,195,20.9,0,0,1
2014-08-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,12,40,21,43,23,17,127,144,2.561538462,5.230769231,0.0,422,20.33076923,0,1,0
2014-08-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,8,6,11,4,13,11,16,39,55,2.985714286,7.785714286,20.2,54,13.90714286,0,1,0
2014-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,26,27,25,14,11,92,103,2.091666667,7.833333333,0.0,23,14.81666667,0,0,1
2014-09-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,11,32,26,40,21,17,119,136,1.875,7.583333333,0.1,45,15.95833333,0,0,1
2014-09-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,10,17,24,31,11,17,83,100,2.866666667,8.0,0.0,0,15.88333333,0,0,1
2014-09-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,4,9,28,32,30,21,19,111,130,1.641666667,7.75,0.0,0,17.71666667,0,0,1
2014-09-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,9,32,24,24,19,16,99,115,1.808333333,4.083333333,0.0,496,22.45,0,0,1
2014-09-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,6,27,24,29,16,12,96,108,1.4,3.769230769,0.0,355,22.19230769,0,1,0
2014-09-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,4,16,12,17,22,13,67,80,2.078571429,5.0,0.0,460,21.51428571,0,1,0
2014-09-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,5,9,29,23,21,20,17,93,110,1.983333333,4.75,0.0,446,23.025,0,0,1
2014-09-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,9,8,28,17,34,10,19,89,108,2.3,2.666666667,0.0,455,20.63333333,0,0,1
2014-09-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,6,22,36,30,32,31,32,129,161,2.841666667,4.25,0.0,414,17.04166667,0,0,1
2014-09-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,8,6,30,23,25,13,18,91,109,2.916666667,6.166666667,2.2,47,13.26666667,0,0,1
2014-09-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,5,19,25,40,19,10,103,113,5.316666667,7.916666667,12.2,0,12.25833333,0,0,1
2014-09-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,6,17,45,28,52,28,27,153,180,1.415384615,7.846153846,0.7,0,14.96153846,0,1,0
2014-09-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,8,10,13,12,16,14,21,55,76,1.971428571,6.0,0.0,178,17.51428571,0,1,0
2014-09-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,9,22,10,14,20,13,66,79,2.033333333,6.416666667,0.0,95,18.025,0,0,1
2014-09-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,13,26,20,14,9,22,69,91,2.25,3.333333333,0.0,425,20.39166667,0,0,1
2014-09-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,9,28,20,22,20,16,90,106,2.666666667,1.5,0.0,546,21.73333333,0,0,1
2014-09-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,8,37,20,27,16,17,100,117,1.608333333,5.75,1.1,250,20.95833333,0,0,1
2014-09-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,14,40,29,30,25,20,124,144,2.058333333,5.166666667,8.0,248,20.31666667,0,0,1
2014-09-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,3,8,43,25,43,28,19,139,158,2.276923077,3.615384615,0.0,407,20.86923077,0,1,0
2014-09-21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,16,7,11,19,6,53,59,4.142857143,7.142857143,7.8,104,16.59285714,0,1,0
2014-09-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,6,8,26,13,20,11,21,70,91,4.308333333,4.833333333,2.3,72,11.125,0,0,1
2014-09-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,11,24,23,22,18,14,87,101,1.983333333,2.5,0.0,404,12.3,0,0,1
2014-09-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,6,6,34,23,32,21,14,110,124,2.058333333,6.833333333,0.1,220,14.28333333,0,0,1
2014-09-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,5,11,32,23,32,16,20,103,123,3.566666667,6.75,0.0,152,14.41666667,0,0,1
2014-09-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,14,37,33,36,23,23,129,152,3.333333333,2.916666667,0.0,465,16.3,0,0,1
2014-09-27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,4,10,27,30,29,22,22,108,130,2.153846154,3.615384615,0.0,280,17.33076923,0,1,0
2014-09-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,5,14,17,12,14,9,57,66,1.878571429,2.428571429,0.0,601,18.92142857,0,1,0
2014-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,17,18,30,25,17,22,90,112,2.041666667,4.25,0.0,406,21.74166667,0,0,1
2014-09-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,5,20,29,26,20,12,95,107,1.516666667,6.666666667,0.9,29,17.79166667,0,0,1
2014-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5,8,35,16,18,17,15,86,101,1.683333333,2.916666667,0.0,324,18.34166667,0,0,1
2014-10-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,7,39,30,30,16,17,115,132,1.625,1.333333333,0.0,396,18.09166667,0,0,1
2014-10-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5,9,30,16,33,25,17,104,121,2.733333333,1.833333333,0.0,471,17.13333333,1,0,0
2014-10-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,15,35,20,38,26,21,119,140,3.630769231,1.0,0.0,483,13.86153846,0,1,0
2014-10-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,18,20,17,12,5,67,72,2.692857143,3.071428571,0.0,380,14.86428571,0,1,0
2014-10-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,3,10,22,21,17,19,20,79,99,2.991666667,3.833333333,0.0,172,14.0,0,0,1
2014-10-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,8,8,24,9,26,20,19,79,98,4.408333333,7.666666667,0.7,10,16.175,0,0,1
2014-10-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,3,20,18,25,17,9,80,89,3.625,7.583333333,0.1,82,18.83333333,0,0,1
2014-10-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,7,3,32,28,24,11,13,95,108,2.891666667,6.166666667,0.0,290,21.4,0,0,1
2014-10-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,6,11,30,23,33,14,21,100,121,1.333333333,7.083333333,0.5,0,16.28333333,0,0,1
2014-10-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,6,12,46,41,49,32,22,168,190,2.115384615,6.153846154,0.0,44,16.27692308,0,1,0
2014-10-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,6,3,23,18,25,18,11,84,95,2.235714286,5.928571429,0.0,241,16.45,0,1,0
2014-10-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,5,14,20,13,7,10,54,64,2.508333333,7.5,0.8,3,16.04166667,0,0,1
2014-10-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,6,9,18,12,16,13,17,59,76,2.5,2.166666667,0.0,404,17.9,0,0,1
2014-10-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,18,11,12,9,5,50,55,1.258333333,5.083333333,0.0,206,17.0,0,0,1
2014-10-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,8,29,22,27,25,13,103,116,3.233333333,7.416666667,0.4,11,15.9,0,0,1
2014-10-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,3,16,26,17,26,20,27,89,116,2.825,5.25,0.0,107,15.31666667,0,0,1
2014-10-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,15,36,33,52,36,23,157,180,3.053846154,1.538461538,0.0,502,18.03076923,0,1,0
2014-10-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,4,19,16,16,15,12,66,78,3.15,2.142857143,0.0,527,19.95,0,1,0
2014-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,5,20,20,31,25,15,96,111,3.066666667,7.916666667,0.0,10,17.14166667,0,0,1
2014-10-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,6,8,24,25,14,12,17,75,92,6.066666667,6.25,1.6,167,14.725,0,0,1
2014-10-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,25,17,30,18,9,90,99,8.95,7.416666667,0.0,12,7.55,0,0,1
2014-10-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3,17,17,28,21,6,83,89,3.475,6.666666667,0.0,131,9.716666667,0,0,1
2014-10-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,7,10,39,30,39,29,20,137,157,2.308333333,2.583333333,0.0,420,11.1,0,0,1
2014-10-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,2,14,37,47,48,49,24,181,205,1.246153846,8.0,0.0,24,12.20769231,0,1,0
2014-10-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,6,11,20,12,16,13,59,72,1.671428571,2.571428571,0.0,316,13.55714286,0,1,0
2014-10-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,5,8,9,12,11,14,17,46,63,3.608333333,5.166666667,0.0,360,9.5,0,0,1
2014-10-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,42,23,29,18,13,112,125,1.916666667,4.75,0.0,0,7.583333333,0,0,1
2014-10-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,17,20,22,12,8,71,79,1.533333333,4.0,0.0,285,11.025,0,0,1
2014-10-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,10,36,32,25,19,16,112,128,1.733333333,7.0,0.0,0,12.35833333,0,0,1
2014-10-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,7,6,37,27,46,24,19,134,153,2.05,7.916666667,0.0,222,15.04166667,0,0,1
2014-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,11,52,34,40,32,19,158,177,1.738461538,2.0,0.0,397,14.50769231,1,1,0
2014-11-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4,19,9,33,13,8,74,82,2.235714286,2.071428571,0.0,512,13.40714286,0,1,0
2014-11-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,13,29,24,28,24,19,105,124,2.508333333,7.333333333,0.0,106,15.35833333,0,0,1
2014-11-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,6,7,28,25,26,21,18,100,118,2.916666667,4.166666667,0.0,102,11.7,0,0,1
2014-11-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,7,35,17,31,16,13,99,112,2.416666667,8.0,10.9,0,7.116666667,0,0,1
2014-11-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,12,21,24,34,24,23,103,126,1.633333333,5.25,0.0,62,7.75,0,0,1
2014-11-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,11,32,33,44,26,19,135,154,2.825,5.75,0.0,230,10.43333333,0,0,1
2014-11-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,9,20,51,65,76,62,38,254,292,2.184615385,1.384615385,0.0,350,10.45384615,0,1,0
2014-11-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8,19,17,2,23,9,61,70,2.057142857,4.928571429,0.0,299,9.15,0,1,0
2014-11-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,7,19,15,23,15,9,72,81,2.033333333,4.416666667,1.8,0,7.991666667,0,0,1
2014-11-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,7,4,22,20,17,22,15,81,96,1.391666667,5.833333333,0.0,55,7.725,0,0,1
2014-11-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,3,5,28,38,39,19,21,124,145,1.533333333,7.916666667,1.3,0,7.8,0,0,1
2014-11-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,12,28,32,25,15,16,100,116,1.5,7.916666667,0.0,0,9.65,0,0,1
2014-11-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,6,31,32,36,26,11,125,136,2.75,3.666666667,0.0,267,9.991666667,0,0,1
2014-11-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,11,19,54,46,57,56,38,213,251,2.138461538,6.923076923,3.9,122,9.730769231,0,1,0
2014-11-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,8,25,11,41,12,12,89,101,2.764285714,6.571428571,0.6,93,9.671428571,0,1,0
2014-11-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,6,7,23,16,24,20,16,83,99,2.166666667,7.416666667,0.0,23,7.4,0,0,1
2014-11-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,7,30,22,39,17,13,108,121,3.591666667,7.416666667,4.2,0,7.191666667,0,0,1
2014-11-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,11,36,39,36,28,25,139,164,1.583333333,7.0,0.1,0,7.133333333,0,0,1
2014-11-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,7,25,30,27,22,15,104,119,2.7,7.916666667,0.0,3,6.0,0,0,1
2014-11-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,8,13,42,17,29,32,24,120,144,2.375,7.833333333,0.0,1,7.266666667,0,0,1
2014-11-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,8,12,62,49,70,59,26,240,266,1.576923077,2.692307692,0.0,318,10.49230769,0,1,0
2014-11-23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,7,26,16,20,19,13,81,94,3.471428571,1.214285714,0.0,440,8.75,0,1,0
